id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cells|B_cells	B_cells|CAFs	B_cells|CD4_T_cells	B_cells|CD8_act_T_cells	B_cells|CD8_ex_T_cells	B_cells|CD8_mem_T_cells	B_cells|DCs	B_cells|Endothelial	B_cells|Macrophages	B_cells|Melanocytes	B_cells|Myofibroblasts	B_cells|NK_cells	B_cells|Plasma_cells	B_cells|Tcell_prolif	B_cells|Tregs	B_cells|Tumor_1	B_cells|Tumor_2	B_cells|pDCs	CAFs|B_cells	CAFs|CAFs	CAFs|CD4_T_cells	CAFs|CD8_act_T_cells	CAFs|CD8_ex_T_cells	CAFs|CD8_mem_T_cells	CAFs|DCs	CAFs|Endothelial	CAFs|Macrophages	CAFs|Melanocytes	CAFs|Myofibroblasts	CAFs|NK_cells	CAFs|Plasma_cells	CAFs|Tcell_prolif	CAFs|Tregs	CAFs|Tumor_1	CAFs|Tumor_2	CAFs|pDCs	CD4_T_cells|B_cells	CD4_T_cells|CAFs	CD4_T_cells|CD4_T_cells	CD4_T_cells|CD8_act_T_cells	CD4_T_cells|CD8_ex_T_cells	CD4_T_cells|CD8_mem_T_cells	CD4_T_cells|DCs	CD4_T_cells|Endothelial	CD4_T_cells|Macrophages	CD4_T_cells|Melanocytes	CD4_T_cells|Myofibroblasts	CD4_T_cells|NK_cells	CD4_T_cells|Plasma_cells	CD4_T_cells|Tcell_prolif	CD4_T_cells|Tregs	CD4_T_cells|Tumor_1	CD4_T_cells|Tumor_2	CD4_T_cells|pDCs	CD8_act_T_cells|B_cells	CD8_act_T_cells|CAFs	CD8_act_T_cells|CD4_T_cells	CD8_act_T_cells|CD8_act_T_cells	CD8_act_T_cells|CD8_ex_T_cells	CD8_act_T_cells|CD8_mem_T_cells	CD8_act_T_cells|DCs	CD8_act_T_cells|Endothelial	CD8_act_T_cells|Macrophages	CD8_act_T_cells|Melanocytes	CD8_act_T_cells|Myofibroblasts	CD8_act_T_cells|NK_cells	CD8_act_T_cells|Plasma_cells	CD8_act_T_cells|Tcell_prolif	CD8_act_T_cells|Tregs	CD8_act_T_cells|Tumor_1	CD8_act_T_cells|Tumor_2	CD8_act_T_cells|pDCs	CD8_ex_T_cells|B_cells	CD8_ex_T_cells|CAFs	CD8_ex_T_cells|CD4_T_cells	CD8_ex_T_cells|CD8_act_T_cells	CD8_ex_T_cells|CD8_ex_T_cells	CD8_ex_T_cells|CD8_mem_T_cells	CD8_ex_T_cells|DCs	CD8_ex_T_cells|Endothelial	CD8_ex_T_cells|Macrophages	CD8_ex_T_cells|Melanocytes	CD8_ex_T_cells|Myofibroblasts	CD8_ex_T_cells|NK_cells	CD8_ex_T_cells|Plasma_cells	CD8_ex_T_cells|Tcell_prolif	CD8_ex_T_cells|Tregs	CD8_ex_T_cells|Tumor_1	CD8_ex_T_cells|Tumor_2	CD8_ex_T_cells|pDCs	CD8_mem_T_cells|B_cells	CD8_mem_T_cells|CAFs	CD8_mem_T_cells|CD4_T_cells	CD8_mem_T_cells|CD8_act_T_cells	CD8_mem_T_cells|CD8_ex_T_cells	CD8_mem_T_cells|CD8_mem_T_cells	CD8_mem_T_cells|DCs	CD8_mem_T_cells|Endothelial	CD8_mem_T_cells|Macrophages	CD8_mem_T_cells|Melanocytes	CD8_mem_T_cells|Myofibroblasts	CD8_mem_T_cells|NK_cells	CD8_mem_T_cells|Plasma_cells	CD8_mem_T_cells|Tcell_prolif	CD8_mem_T_cells|Tregs	CD8_mem_T_cells|Tumor_1	CD8_mem_T_cells|Tumor_2	CD8_mem_T_cells|pDCs	DCs|B_cells	DCs|CAFs	DCs|CD4_T_cells	DCs|CD8_act_T_cells	DCs|CD8_ex_T_cells	DCs|CD8_mem_T_cells	DCs|DCs	DCs|Endothelial	DCs|Macrophages	DCs|Melanocytes	DCs|Myofibroblasts	DCs|NK_cells	DCs|Plasma_cells	DCs|Tcell_prolif	DCs|Tregs	DCs|Tumor_1	DCs|Tumor_2	DCs|pDCs	Endothelial|B_cells	Endothelial|CAFs	Endothelial|CD4_T_cells	Endothelial|CD8_act_T_cells	Endothelial|CD8_ex_T_cells	Endothelial|CD8_mem_T_cells	Endothelial|DCs	Endothelial|Endothelial	Endothelial|Macrophages	Endothelial|Melanocytes	Endothelial|Myofibroblasts	Endothelial|NK_cells	Endothelial|Plasma_cells	Endothelial|Tcell_prolif	Endothelial|Tregs	Endothelial|Tumor_1	Endothelial|Tumor_2	Endothelial|pDCs	Macrophages|B_cells	Macrophages|CAFs	Macrophages|CD4_T_cells	Macrophages|CD8_act_T_cells	Macrophages|CD8_ex_T_cells	Macrophages|CD8_mem_T_cells	Macrophages|DCs	Macrophages|Endothelial	Macrophages|Macrophages	Macrophages|Melanocytes	Macrophages|Myofibroblasts	Macrophages|NK_cells	Macrophages|Plasma_cells	Macrophages|Tcell_prolif	Macrophages|Tregs	Macrophages|Tumor_1	Macrophages|Tumor_2	Macrophages|pDCs	Melanocytes|B_cells	Melanocytes|CAFs	Melanocytes|CD4_T_cells	Melanocytes|CD8_act_T_cells	Melanocytes|CD8_ex_T_cells	Melanocytes|CD8_mem_T_cells	Melanocytes|DCs	Melanocytes|Endothelial	Melanocytes|Macrophages	Melanocytes|Melanocytes	Melanocytes|Myofibroblasts	Melanocytes|NK_cells	Melanocytes|Plasma_cells	Melanocytes|Tcell_prolif	Melanocytes|Tregs	Melanocytes|Tumor_1	Melanocytes|Tumor_2	Melanocytes|pDCs	Myofibroblasts|B_cells	Myofibroblasts|CAFs	Myofibroblasts|CD4_T_cells	Myofibroblasts|CD8_act_T_cells	Myofibroblasts|CD8_ex_T_cells	Myofibroblasts|CD8_mem_T_cells	Myofibroblasts|DCs	Myofibroblasts|Endothelial	Myofibroblasts|Macrophages	Myofibroblasts|Melanocytes	Myofibroblasts|Myofibroblasts	Myofibroblasts|NK_cells	Myofibroblasts|Plasma_cells	Myofibroblasts|Tcell_prolif	Myofibroblasts|Tregs	Myofibroblasts|Tumor_1	Myofibroblasts|Tumor_2	Myofibroblasts|pDCs	NK_cells|B_cells	NK_cells|CAFs	NK_cells|CD4_T_cells	NK_cells|CD8_act_T_cells	NK_cells|CD8_ex_T_cells	NK_cells|CD8_mem_T_cells	NK_cells|DCs	NK_cells|Endothelial	NK_cells|Macrophages	NK_cells|Melanocytes	NK_cells|Myofibroblasts	NK_cells|NK_cells	NK_cells|Plasma_cells	NK_cells|Tcell_prolif	NK_cells|Tregs	NK_cells|Tumor_1	NK_cells|Tumor_2	NK_cells|pDCs	Plasma_cells|B_cells	Plasma_cells|CAFs	Plasma_cells|CD4_T_cells	Plasma_cells|CD8_act_T_cells	Plasma_cells|CD8_ex_T_cells	Plasma_cells|CD8_mem_T_cells	Plasma_cells|DCs	Plasma_cells|Endothelial	Plasma_cells|Macrophages	Plasma_cells|Melanocytes	Plasma_cells|Myofibroblasts	Plasma_cells|NK_cells	Plasma_cells|Plasma_cells	Plasma_cells|Tcell_prolif	Plasma_cells|Tregs	Plasma_cells|Tumor_1	Plasma_cells|Tumor_2	Plasma_cells|pDCs	Tcell_prolif|B_cells	Tcell_prolif|CAFs	Tcell_prolif|CD4_T_cells	Tcell_prolif|CD8_act_T_cells	Tcell_prolif|CD8_ex_T_cells	Tcell_prolif|CD8_mem_T_cells	Tcell_prolif|DCs	Tcell_prolif|Endothelial	Tcell_prolif|Macrophages	Tcell_prolif|Melanocytes	Tcell_prolif|Myofibroblasts	Tcell_prolif|NK_cells	Tcell_prolif|Plasma_cells	Tcell_prolif|Tcell_prolif	Tcell_prolif|Tregs	Tcell_prolif|Tumor_1	Tcell_prolif|Tumor_2	Tcell_prolif|pDCs	Tregs|B_cells	Tregs|CAFs	Tregs|CD4_T_cells	Tregs|CD8_act_T_cells	Tregs|CD8_ex_T_cells	Tregs|CD8_mem_T_cells	Tregs|DCs	Tregs|Endothelial	Tregs|Macrophages	Tregs|Melanocytes	Tregs|Myofibroblasts	Tregs|NK_cells	Tregs|Plasma_cells	Tregs|Tcell_prolif	Tregs|Tregs	Tregs|Tumor_1	Tregs|Tumor_2	Tregs|pDCs	Tumor_1|B_cells	Tumor_1|CAFs	Tumor_1|CD4_T_cells	Tumor_1|CD8_act_T_cells	Tumor_1|CD8_ex_T_cells	Tumor_1|CD8_mem_T_cells	Tumor_1|DCs	Tumor_1|Endothelial	Tumor_1|Macrophages	Tumor_1|Melanocytes	Tumor_1|Myofibroblasts	Tumor_1|NK_cells	Tumor_1|Plasma_cells	Tumor_1|Tcell_prolif	Tumor_1|Tregs	Tumor_1|Tumor_1	Tumor_1|Tumor_2	Tumor_1|pDCs	Tumor_2|B_cells	Tumor_2|CAFs	Tumor_2|CD4_T_cells	Tumor_2|CD8_act_T_cells	Tumor_2|CD8_ex_T_cells	Tumor_2|CD8_mem_T_cells	Tumor_2|DCs	Tumor_2|Endothelial	Tumor_2|Macrophages	Tumor_2|Melanocytes	Tumor_2|Myofibroblasts	Tumor_2|NK_cells	Tumor_2|Plasma_cells	Tumor_2|Tcell_prolif	Tumor_2|Tregs	Tumor_2|Tumor_1	Tumor_2|Tumor_2	Tumor_2|pDCs	pDCs|B_cells	pDCs|CAFs	pDCs|CD4_T_cells	pDCs|CD8_act_T_cells	pDCs|CD8_ex_T_cells	pDCs|CD8_mem_T_cells	pDCs|DCs	pDCs|Endothelial	pDCs|Macrophages	pDCs|Melanocytes	pDCs|Myofibroblasts	pDCs|NK_cells	pDCs|Plasma_cells	pDCs|Tcell_prolif	pDCs|Tregs	pDCs|Tumor_1	pDCs|Tumor_2	pDCs|pDCs
CPI-SS082AD7B6A	FZD6_WNT5A	simple:O60353	simple:P41221	ENSG00000164930	ENSG00000114251	True	True	False	curated	False	0.009																																																																																																																																0.517																																																																																																																																																0.686																		0.503																																		
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ENSG00000065361	ENSG00000157168	True	True	True	curated	False	0.009																																																																																																																																																																																			1.137																																																																																																												0.948																		0.745																			
CPI-SC0F9DD28F3	JAM3_aMb2 complex	simple:Q9BX67	complex:aMb2 complex	ENSG00000166086		True	False	False	curated	True	0.009																			0.616																																																																																																																																																0.61																		0.542																																																																																																																																															
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	ENSG00000112486	ENSG00000115009	True	True	False	curated	False	0.009									4.477																																				5.208																																																																																																																																																																																																																								5.435																																																															
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	ENSG00000053747		True	False	False	curated	True	0.009																																																																																																																																																																																														0.482						0.482	0.57																																																																																																																															
CPI-SS03C51D352	TNFRSF13B_TNFSF13B	simple:O14836	simple:Q9Y275	ENSG00000240505	ENSG00000102524	True	True	False	curated	False	0.009			1.232				5.756		1.035																																																																																																																																																																																																																																																																																																																											
CPI-CS067298D94	FLT1 complex_VEGFA	complex:FLT1 complex	simple:P15692		ENSG00000112715	True	True	False	curated	False	0.009																																																																																																																																0.676					0.934		1.243																																																																																																																																																																																													
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	ENSG00000039068		False	False	False	curated	True	0.009																																																																																																																																																																																			0.484																																																																																																												0.592																		0.809																			
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	ENSG00000048462	ENSG00000102524	True	True	False	curated	False	0.009																																																																																																																																																																																																																											0.701				5.225		0.504																																																																																																			
CPI-SS09648FAA9	TNFRSF13C_TNFSF13B	simple:Q96RJ3	simple:Q9Y275	ENSG00000159958	ENSG00000102524	True	True	False	guidetopharmacology.org	False	0.009			1.043				5.567		0.846																																																																																																																																																																																																																																																																																																																											
CPI-CS077F1340A	FLT1 complex_VEGFB	complex:FLT1 complex	simple:P49765		ENSG00000173511	True	True	False	curated	False	0.009																																																																																																																																0.739								0.673								1.024																																																																																																																																																																																				
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	ENSG00000168961	ENSG00000105976	True	False	True	InnateDB-All	False	0.009																																																																																																																													0.635																																				0.534																																																																																																																																																																		0.537	
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000276053	ENSG00000276042	False	True	True	curated	False	0.009																																																																																																																																																							0.475		0.751									2.914																																																																																																																																																																		
CPI-SS076FEB261	FLT3_FLT3LG	simple:P36888	simple:P49771	ENSG00000122025	ENSG00000090554	True	True	False	curated	False	0.009																																																																																																														1.054		1.398										0.963																																																																																																																																																																																																										
CPI-SS036437279	DSG1_DSC2	simple:Q02413	simple:Q02487	ENSG00000134760	ENSG00000134755	False	False	False	curated	False	0.009																																																																																																																																																																																																																																																																																																							1.44									1.95	1.537																			
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	ENSG00000197461	ENSG00000134853	True	False	True	curated	False	0.009																																																																																																																																																																				1.205																		1.803																																																																																										1.52																																																				
CPI-SS077B160B9	IL15_IL15RA	simple:P40933	simple:Q13261	ENSG00000164136	ENSG00000134470	True	False	True	guidetopharmacology.org	False	0.009																																																																																																														0.696											0.604																																																																																																	0.237																																																																																																										
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000276053	ENSG00000278279	False	True	True	curated	False	0.009																																																																																																																																																							0.475		0.751									2.914																																																																																																																																																																		
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000276053	ENSG00000275730	False	True	True	curated	False	0.009																																																																																																																																																							0.475		0.751									2.914																																																																																																																																																																		
CPI-SC0014D5A6E	COL16A1_a11b1 complex	simple:Q07092	complex:a11b1 complex	ENSG00000084636		True	False	False	curated	True	0.009																				1.595																																																																																																																																																																		0.614																																																																																										0.553																																																				
CPI-SC0247E9ADB	COL9A2_a11b1 complex	simple:Q14055	complex:a11b1 complex	ENSG00000049089		True	False	False	curated	True	0.009		0.537																																																																																																												0.549																																																																																																																																																																		0.92																																																				
CPI-SC05F111D21	COL27A1_a11b1 complex	simple:Q8IZC6	complex:a11b1 complex	ENSG00000196739		True	False	False	curated	True	0.009																				0.777																																																																																																																																																																																																																																																												1.294																		0.502																																		
CPI-SC05B2AA866	COL12A1_a11b1 complex	simple:Q99715	complex:a11b1 complex	ENSG00000111799		True	False	False	curated	True	0.009																				2.168																																																																																																																																																																		1.026																																																																																										0.624																																																				
CPI-SC089D4762F	COL6A5_a1b1 complex	simple:A8TX70	complex:a1b1 complex	ENSG00000172752		True	False	False	curated	True	0.009																				0.377									0.84			0.342																																																																																																																																																																																																																																																																																																				
CPI-SC0F73E9099	COL1A1_a1b1 complex	simple:P02452	complex:a1b1 complex	ENSG00000108821		True	False	False	curated	True	0.009																				98.858									99.32			98.822																																																																																																																																																																																																																																																																																																				
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000276053	ENSG00000186818	False	True	True	curated	False	0.009																																																																																																																																																							0.475		0.751									2.914																																																																																																																																																																		
CPI-SC006E22794	COL1A2_a1b1 complex	simple:P08123	complex:a1b1 complex	ENSG00000164692		True	False	False	curated	True	0.009																				54.603									55.066			54.568																																																																																																																																																																																																																																																																																																				
CPI-SC060984F83	COL14A1_a11b1 complex	simple:Q05707	complex:a11b1 complex	ENSG00000187955		True	False	False	curated	True	0.009																				1.495																																																																																																																																																																		1.477																																																																																										0.543																																																				
CPI-SC090068F7B	TSLP_TSLPR	simple:Q969D9	complex:TSLPR	ENSG00000145777		True	False	True	curated	False	0.009																																																																																																																																																																																																																																																																																																							1.763		0.43									0.722																		
CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	ENSG00000164050	ENSG00000187764	True	True	True	curated	False	0.009																																																																																																																																																																																																																																																																																			0.429	0.594												0.348																																				
CPI-SC0EC572716	COL4A5_a1b1 complex	simple:P29400	complex:a1b1 complex	ENSG00000188153		True	False	False	curated	True	0.009																																																																																																																																																																																																																																																																																0.45									0.912			0.414																																								
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	ENSG00000164040	ENSG00000275313	True	True	False	IMEx,IntAct	False	0.009																											2.285																																																																																																																																																2.261																																																																																																																														2.189																											
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	ENSG00000164040	ENSG00000276070	True	True	False	IMEx,IntAct	False	0.009																											2.285																																																																																																																																																2.261																																																																																																																														2.189																											
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	ENSG00000112715	ENSG00000128052	True	False	True	curated	False	0.009																										0.676																																																																																										0.934																																				1.243																																																																																																																																																																												
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	ENSG00000204262		True	False	False	curated	True	0.009																																			4.424																																																																																																																																																																		1.636																																																																																										0.469																																					
CPI-SC0E5218AA4	NRG1_a6b4 complex	simple:Q02297	complex:a6b4 complex	ENSG00000157168		True	True	False	curated	True	0.009																																																																																																																																																																																																																																																																																																								0.919								1.074	0.968																			
CPI-SC0A68C5F13	IGF1_a6b4 complex	simple:P05019	complex:a6b4 complex	ENSG00000017427		True	False	False	curated	True	0.009																										0.708								0.863	0.757																																																																																																																																																																																																																																																																																																	
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ENSG00000169252	ENSG00000173511	True	True	False	InnateDB-All	False	0.009																																																																																																																																																																																																																																																																																																		0.605								0.54								0.891																		
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	ENSG00000182985	ENSG00000182985	False	False	False	curated	False	0.009																																																																																																																																																																												0.833			0.475																																																			0.475																																																																																																		
CPI-SC0BC63F8C0	COL3A1_a1b1 complex	simple:P02461	complex:a1b1 complex	ENSG00000168542		True	False	False	curated	True	0.009																				50.051									50.514			50.016																																																																																																																																																																																																																																																																																																				
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	ENSG00000130635		True	False	False	curated	True	0.009																																			3.277																																																																																																																																																																		0.648																																																																																										0.383																																					
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000167613	ENSG00000278555	False	True	True	curated	False	0.009																																																																																																																																																							0.475		0.751									2.914																																																																																																																																																																		
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	ENSG00000111799		True	False	False	curated	True	0.009																																			2.195																																																																																																																																																																		1.052																																																																																										0.651																																					
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000167613	ENSG00000278279	False	True	True	curated	False	0.009																																																																																																																																																							0.475		0.751									2.914																																																																																																																																																																		
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000167613	ENSG00000186818	False	True	True	curated	False	0.009																																																																																																																																																							0.475		0.751									2.914																																																																																																																																																																		
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	ENSG00000167613	ENSG00000275730	False	True	True	curated	False	0.009																																																																																																																																																							0.475		0.751									2.914																																																																																																																																																																		
CPI-SC03BFF1D95	COL15A1_a11b1 complex	simple:P39059	complex:a11b1 complex	ENSG00000204291		True	False	False	curated	True	0.009																				1.938																																																																																																												1.504																																																						0.511																																																																																																																																														
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	ENSG00000196739		True	False	False	curated	True	0.009																																			0.803																																																																																																																																																																																																																																																												1.32																		0.529																			
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	ENSG00000049089		True	False	False	curated	True	0.009																	0.564																																																																																																												0.575																																																																																																																																																																		0.947																																					
CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	ENSG00000136040	ENSG00000138623	False	True	False	curated	False	0.009																																																																																																																																																																			1.336						1.002											0.977																																																																																																																																																
CPI-SC01E9FAC20	COL16A1_a2b1 complex	simple:Q07092	complex:a2b1 complex	ENSG00000084636		True	False	False	curated	True	0.009																																			1.622																																																																																																																																																																		0.641																																																																																										0.58																																					
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	ENSG00000204291		True	False	False	curated	True	0.009																																			1.965																																																																																																												1.531																																																						0.538																																																																																																																															
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		ENSG00000099985	True	True	False	curated	False	0.009																											0.618																																																																																																																																																																		1.178																																																																																										0.378																																													
CPI-SS07833475A	FGFR1_FGF7	simple:P11362	simple:P21781	ENSG00000077782	ENSG00000140285	True	True	False	I2D	False	0.009																				2.014																																																																																																																																																1.076																		1.053																																																																																																																																														
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	ENSG00000109943	ENSG00000182985	False	False	False	curated	False	0.009																																																																1.273																																																																																																																																																3.169			2.812																																																																																																																	
CPI-SS0CC5DCE80	CDH1_KLRG1	simple:P12830	simple:Q96E93	ENSG00000039068	ENSG00000139187	False	False	True	curated	False	0.009																																																																																																																																																																						0.666																																																																																																												0.774																		0.99																																
CPI-SC0E0C50FCA	COL14A1_a2b1 complex	simple:Q05707	complex:a2b1 complex	ENSG00000187955		True	False	False	curated	True	0.009																																			1.521																																																																																																																																																																		1.504																																																																																										0.57																																					
CPI-SC0DF641DAA	COL5A2_a11b1 complex	simple:P05997	complex:a11b1 complex	ENSG00000204262		True	False	False	curated	True	0.009																				4.397																																																																																																																																																																		1.609																																																																																										0.442																																																				
CPI-SS0E61DB5DF	FLT1_PGF	simple:P17948	simple:P49763	ENSG00000102755	ENSG00000119630	True	True	False	curated	False	0.012																																																																																																																																									1.458					1.474													0.659					0.676																																																																																																																																																																				
CPI-SS05BA6D9C3	CCL4_CNR2	simple:P13236	simple:P34972	ENSG00000275302	ENSG00000188822	True	False	True	IMEx,IntAct	False	0.012																																																							8.462																		1.777																																																																								6.841																																																																																										3.198																																																																																									
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	ENSG00000124882	ENSG00000146648	True	False	True	curated	False	0.012																																																																																																																																																		4.86														4.923	5.076																																																																																																																																																0.743																			
CPI-SS0C412B7DE	CD70_TNFRSF17	simple:P32970	simple:Q02223	ENSG00000125726	ENSG00000048462	True	False	True	InnateDB-All	False	0.012													2.245																																																																																																												0.473																																																																																																												0.118																		0.541																																																																													
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	ENSG00000137101	ENSG00000187764	False	False	True	curated	False	0.012					0.774	0.939								0.655				0.693																																																																																																																																																																																																																																																																																																																		
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	ENSG00000274233	ENSG00000160791	True	False	True	curated	False	0.012																																																																				8.292																		6.617																		7.095																																																																																																																																																5.341																																																																												
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	ENSG00000116106	ENSG00000090776	False	True	False	curated	False	0.012																																																																																																										0.736	0.477																																																																																																																																																																																			0.732	0.473																																					
CPI-SS052B38F1C	CCL22_CCR4	simple:O00626	simple:P51679	ENSG00000102962	ENSG00000183813	True	False	True	curated	False	0.012																																																																																																															15.756												15.964																								1.198												1.405																																																																																																																																																																					
CPI-SS056BE1011	CCRL2_CCL19	simple:O00421	simple:Q99731	ENSG00000121797	ENSG00000172724	True	True	False	guidetopharmacology.org	False	0.012																																																																																																																																3.358					1.003													3.791					1.436																																																																																																																																																																													
CPI-CS09831CCFD	IL18 receptor_IL18	complex:IL18 receptor	simple:Q14116		ENSG00000150782	True	True	False	curated	False	0.012																																																																																																																																																									0.441								0.942																																																																																																																																								0.942								1.442																			
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ENSG00000128271	ENSG00000105835	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	0.012																																																																																																														1.731		1.263					4.32		3.14																																																																																																																																																																																																													
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	ENSG00000271503	ENSG00000160791	True	False	True	curated	False	0.012																																																																				8.292																		6.617																		7.095																																																																																																																																																5.341																																																																												
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	ENSG00000128917	ENSG00000074181	False	False	True	curated	False	0.012																																																																																																																																1.494									4.156					1.287	1.25																																																																																																																																																																																					
CPI-SC04AED00CE	TNC_aVb6 complex	simple:P24821	complex:aVb6 complex	ENSG00000041982		True	False	False	curated	True	0.012																																		4.872																																																																																																																																																																		0.467																																																																																										0.781																		0.525																				
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	ENSG00000105329		True	False	False	curated	True	0.012																																																																																								2.809																		3.675																																																																																																												2.179																																				2.068																																																																										
CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	ENSG00000108691	ENSG00000213088	True	False	True	curated	False	0.012																										10.645																																																																																																												14.402																																																						18.945																																																																																																												4.189																												
CPI-SS0D1AE5C79	FGFR3_EPHA4	simple:P22607	simple:P54764	ENSG00000068078	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	0.012																																																																																																																																																																																																																																																																																				0.446										0.442								0.423										0.419																				
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	ENSG00000110492	ENSG00000106278	True	False	False	curated	False	0.012																												1.024																																																																																																												1.221																																																																																										0.514																																																						3.295																																												
CPI-SS0AA47D179	TNFRSF13B_CD70	simple:O14836	simple:P32970	ENSG00000240505	ENSG00000125726	True	True	False	InnateDB-All	False	0.012	2.776						1.003						0.649	1.071																																																																																																																																																																																																																																																																																																																						
CPI-SS0320FFAFC	CTLA4_CD80	simple:P16410	simple:P33681	ENSG00000163599	ENSG00000121594	False	False	True	curated	False	0.012																																											0.923																																				1.263																																																																																																																																																																		1.035																		2.294																																																																	
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ENSG00000149564	ENSG00000149564	False	False	False	curated	False	0.012																																																																																																																																						3.51			2.503																																																			2.503			1.496																																																																																																																																					
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000230108	ENSG00000148400	True	False	True	I2D	False	0.012																																																														1.173									1.037																																																																																	1.152									1.016																																																																																																																																																																			
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000223952	ENSG00000148400	True	False	True	I2D	False	0.012																																																														1.173									1.037																																																																																	1.152									1.016																																																																																																																																																																			
CPI-SS05BA6D9C3	CCL4_CNR2	simple:P13236	simple:P34972	ENSG00000275824	ENSG00000188822	True	False	True	IMEx,IntAct	False	0.012																																																							8.462																		1.777																																																																								6.841																																																																																										3.198																																																																																									
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000228978	ENSG00000148400	True	False	True	I2D	False	0.012																																																														1.173									1.037																																																																																	1.152									1.016																																																																																																																																																																			
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000232810	ENSG00000148400	True	False	True	I2D	False	0.012																																																														1.173									1.037																																																																																	1.152									1.016																																																																																																																																																																			
CPI-SS0B6F0C894	DSG2_DSC3	simple:Q14126	simple:Q14574	ENSG00000046604	ENSG00000134762	False	False	False	curated	False	0.012																																																																																																																												0.934	2.935																																																																																																																																																																	1.145	3.145																																					
