id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cells|B_cells	B_cells|CAFs	B_cells|CD4_T_cells	B_cells|CD8_act_T_cells	B_cells|CD8_ex_T_cells	B_cells|CD8_mem_T_cells	B_cells|DCs	B_cells|Endothelial	B_cells|Macrophages	B_cells|Melanocytes	B_cells|Myofibroblasts	B_cells|NK_cells	B_cells|Plasma_cells	B_cells|Tcell_prolif	B_cells|Tregs	B_cells|Tumor_1	B_cells|Tumor_2	B_cells|pDCs	CAFs|B_cells	CAFs|CAFs	CAFs|CD4_T_cells	CAFs|CD8_act_T_cells	CAFs|CD8_ex_T_cells	CAFs|CD8_mem_T_cells	CAFs|DCs	CAFs|Endothelial	CAFs|Macrophages	CAFs|Melanocytes	CAFs|Myofibroblasts	CAFs|NK_cells	CAFs|Plasma_cells	CAFs|Tcell_prolif	CAFs|Tregs	CAFs|Tumor_1	CAFs|Tumor_2	CAFs|pDCs	CD4_T_cells|B_cells	CD4_T_cells|CAFs	CD4_T_cells|CD4_T_cells	CD4_T_cells|CD8_act_T_cells	CD4_T_cells|CD8_ex_T_cells	CD4_T_cells|CD8_mem_T_cells	CD4_T_cells|DCs	CD4_T_cells|Endothelial	CD4_T_cells|Macrophages	CD4_T_cells|Melanocytes	CD4_T_cells|Myofibroblasts	CD4_T_cells|NK_cells	CD4_T_cells|Plasma_cells	CD4_T_cells|Tcell_prolif	CD4_T_cells|Tregs	CD4_T_cells|Tumor_1	CD4_T_cells|Tumor_2	CD4_T_cells|pDCs	CD8_act_T_cells|B_cells	CD8_act_T_cells|CAFs	CD8_act_T_cells|CD4_T_cells	CD8_act_T_cells|CD8_act_T_cells	CD8_act_T_cells|CD8_ex_T_cells	CD8_act_T_cells|CD8_mem_T_cells	CD8_act_T_cells|DCs	CD8_act_T_cells|Endothelial	CD8_act_T_cells|Macrophages	CD8_act_T_cells|Melanocytes	CD8_act_T_cells|Myofibroblasts	CD8_act_T_cells|NK_cells	CD8_act_T_cells|Plasma_cells	CD8_act_T_cells|Tcell_prolif	CD8_act_T_cells|Tregs	CD8_act_T_cells|Tumor_1	CD8_act_T_cells|Tumor_2	CD8_act_T_cells|pDCs	CD8_ex_T_cells|B_cells	CD8_ex_T_cells|CAFs	CD8_ex_T_cells|CD4_T_cells	CD8_ex_T_cells|CD8_act_T_cells	CD8_ex_T_cells|CD8_ex_T_cells	CD8_ex_T_cells|CD8_mem_T_cells	CD8_ex_T_cells|DCs	CD8_ex_T_cells|Endothelial	CD8_ex_T_cells|Macrophages	CD8_ex_T_cells|Melanocytes	CD8_ex_T_cells|Myofibroblasts	CD8_ex_T_cells|NK_cells	CD8_ex_T_cells|Plasma_cells	CD8_ex_T_cells|Tcell_prolif	CD8_ex_T_cells|Tregs	CD8_ex_T_cells|Tumor_1	CD8_ex_T_cells|Tumor_2	CD8_ex_T_cells|pDCs	CD8_mem_T_cells|B_cells	CD8_mem_T_cells|CAFs	CD8_mem_T_cells|CD4_T_cells	CD8_mem_T_cells|CD8_act_T_cells	CD8_mem_T_cells|CD8_ex_T_cells	CD8_mem_T_cells|CD8_mem_T_cells	CD8_mem_T_cells|DCs	CD8_mem_T_cells|Endothelial	CD8_mem_T_cells|Macrophages	CD8_mem_T_cells|Melanocytes	CD8_mem_T_cells|Myofibroblasts	CD8_mem_T_cells|NK_cells	CD8_mem_T_cells|Plasma_cells	CD8_mem_T_cells|Tcell_prolif	CD8_mem_T_cells|Tregs	CD8_mem_T_cells|Tumor_1	CD8_mem_T_cells|Tumor_2	CD8_mem_T_cells|pDCs	DCs|B_cells	DCs|CAFs	DCs|CD4_T_cells	DCs|CD8_act_T_cells	DCs|CD8_ex_T_cells	DCs|CD8_mem_T_cells	DCs|DCs	DCs|Endothelial	DCs|Macrophages	DCs|Melanocytes	DCs|Myofibroblasts	DCs|NK_cells	DCs|Plasma_cells	DCs|Tcell_prolif	DCs|Tregs	DCs|Tumor_1	DCs|Tumor_2	DCs|pDCs	Endothelial|B_cells	Endothelial|CAFs	Endothelial|CD4_T_cells	Endothelial|CD8_act_T_cells	Endothelial|CD8_ex_T_cells	Endothelial|CD8_mem_T_cells	Endothelial|DCs	Endothelial|Endothelial	Endothelial|Macrophages	Endothelial|Melanocytes	Endothelial|Myofibroblasts	Endothelial|NK_cells	Endothelial|Plasma_cells	Endothelial|Tcell_prolif	Endothelial|Tregs	Endothelial|Tumor_1	Endothelial|Tumor_2	Endothelial|pDCs	Macrophages|B_cells	Macrophages|CAFs	Macrophages|CD4_T_cells	Macrophages|CD8_act_T_cells	Macrophages|CD8_ex_T_cells	Macrophages|CD8_mem_T_cells	Macrophages|DCs	Macrophages|Endothelial	Macrophages|Macrophages	Macrophages|Melanocytes	Macrophages|Myofibroblasts	Macrophages|NK_cells	Macrophages|Plasma_cells	Macrophages|Tcell_prolif	Macrophages|Tregs	Macrophages|Tumor_1	Macrophages|Tumor_2	Macrophages|pDCs	Melanocytes|B_cells	Melanocytes|CAFs	Melanocytes|CD4_T_cells	Melanocytes|CD8_act_T_cells	Melanocytes|CD8_ex_T_cells	Melanocytes|CD8_mem_T_cells	Melanocytes|DCs	Melanocytes|Endothelial	Melanocytes|Macrophages	Melanocytes|Melanocytes	Melanocytes|Myofibroblasts	Melanocytes|NK_cells	Melanocytes|Plasma_cells	Melanocytes|Tcell_prolif	Melanocytes|Tregs	Melanocytes|Tumor_1	Melanocytes|Tumor_2	Melanocytes|pDCs	Myofibroblasts|B_cells	Myofibroblasts|CAFs	Myofibroblasts|CD4_T_cells	Myofibroblasts|CD8_act_T_cells	Myofibroblasts|CD8_ex_T_cells	Myofibroblasts|CD8_mem_T_cells	Myofibroblasts|DCs	Myofibroblasts|Endothelial	Myofibroblasts|Macrophages	Myofibroblasts|Melanocytes	Myofibroblasts|Myofibroblasts	Myofibroblasts|NK_cells	Myofibroblasts|Plasma_cells	Myofibroblasts|Tcell_prolif	Myofibroblasts|Tregs	Myofibroblasts|Tumor_1	Myofibroblasts|Tumor_2	Myofibroblasts|pDCs	NK_cells|B_cells	NK_cells|CAFs	NK_cells|CD4_T_cells	NK_cells|CD8_act_T_cells	NK_cells|CD8_ex_T_cells	NK_cells|CD8_mem_T_cells	NK_cells|DCs	NK_cells|Endothelial	NK_cells|Macrophages	NK_cells|Melanocytes	NK_cells|Myofibroblasts	NK_cells|NK_cells	NK_cells|Plasma_cells	NK_cells|Tcell_prolif	NK_cells|Tregs	NK_cells|Tumor_1	NK_cells|Tumor_2	NK_cells|pDCs	Plasma_cells|B_cells	Plasma_cells|CAFs	Plasma_cells|CD4_T_cells	Plasma_cells|CD8_act_T_cells	Plasma_cells|CD8_ex_T_cells	Plasma_cells|CD8_mem_T_cells	Plasma_cells|DCs	Plasma_cells|Endothelial	Plasma_cells|Macrophages	Plasma_cells|Melanocytes	Plasma_cells|Myofibroblasts	Plasma_cells|NK_cells	Plasma_cells|Plasma_cells	Plasma_cells|Tcell_prolif	Plasma_cells|Tregs	Plasma_cells|Tumor_1	Plasma_cells|Tumor_2	Plasma_cells|pDCs	Tcell_prolif|B_cells	Tcell_prolif|CAFs	Tcell_prolif|CD4_T_cells	Tcell_prolif|CD8_act_T_cells	Tcell_prolif|CD8_ex_T_cells	Tcell_prolif|CD8_mem_T_cells	Tcell_prolif|DCs	Tcell_prolif|Endothelial	Tcell_prolif|Macrophages	Tcell_prolif|Melanocytes	Tcell_prolif|Myofibroblasts	Tcell_prolif|NK_cells	Tcell_prolif|Plasma_cells	Tcell_prolif|Tcell_prolif	Tcell_prolif|Tregs	Tcell_prolif|Tumor_1	Tcell_prolif|Tumor_2	Tcell_prolif|pDCs	Tregs|B_cells	Tregs|CAFs	Tregs|CD4_T_cells	Tregs|CD8_act_T_cells	Tregs|CD8_ex_T_cells	Tregs|CD8_mem_T_cells	Tregs|DCs	Tregs|Endothelial	Tregs|Macrophages	Tregs|Melanocytes	Tregs|Myofibroblasts	Tregs|NK_cells	Tregs|Plasma_cells	Tregs|Tcell_prolif	Tregs|Tregs	Tregs|Tumor_1	Tregs|Tumor_2	Tregs|pDCs	Tumor_1|B_cells	Tumor_1|CAFs	Tumor_1|CD4_T_cells	Tumor_1|CD8_act_T_cells	Tumor_1|CD8_ex_T_cells	Tumor_1|CD8_mem_T_cells	Tumor_1|DCs	Tumor_1|Endothelial	Tumor_1|Macrophages	Tumor_1|Melanocytes	Tumor_1|Myofibroblasts	Tumor_1|NK_cells	Tumor_1|Plasma_cells	Tumor_1|Tcell_prolif	Tumor_1|Tregs	Tumor_1|Tumor_1	Tumor_1|Tumor_2	Tumor_1|pDCs	Tumor_2|B_cells	Tumor_2|CAFs	Tumor_2|CD4_T_cells	Tumor_2|CD8_act_T_cells	Tumor_2|CD8_ex_T_cells	Tumor_2|CD8_mem_T_cells	Tumor_2|DCs	Tumor_2|Endothelial	Tumor_2|Macrophages	Tumor_2|Melanocytes	Tumor_2|Myofibroblasts	Tumor_2|NK_cells	Tumor_2|Plasma_cells	Tumor_2|Tcell_prolif	Tumor_2|Tregs	Tumor_2|Tumor_1	Tumor_2|Tumor_2	Tumor_2|pDCs	pDCs|B_cells	pDCs|CAFs	pDCs|CD4_T_cells	pDCs|CD8_act_T_cells	pDCs|CD8_ex_T_cells	pDCs|CD8_mem_T_cells	pDCs|DCs	pDCs|Endothelial	pDCs|Macrophages	pDCs|Melanocytes	pDCs|Myofibroblasts	pDCs|NK_cells	pDCs|Plasma_cells	pDCs|Tcell_prolif	pDCs|Tregs	pDCs|Tumor_1	pDCs|Tumor_2	pDCs|pDCs
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	ENSG00000114251	ENSG00000152894	True	False	True	InnateDB-All	False	0.015																				1.75						2.562			1.682					1.738	1.65																																																																																																																																																																																																																																																																																																	
CPI-SS08B249DBA	CCL2_CCR10	simple:P13500	simple:P46092	ENSG00000108691	ENSG00000184451	True	False	True	I2D	False	0.015																															4.046																																																																																																												8.458																																				8.113																		4.28																																																																																										8.266																																									
CPI-SS08877A081	LGALS9_COLEC12	simple:O00182	simple:Q5KU26	ENSG00000168961	ENSG00000158270	True	False	True	InnateDB-All	False	0.015																																																																																																														0.847																		0.422																		0.369																																																																																										0.262																																																																								0.458																
CPI-SS0A83A7E30	TNFSF13_FAS	simple:O75888	simple:P25445	ENSG00000161955	ENSG00000026103	True	False	True	I2D,InnateDB-All	False	0.015																																																																																																																																																			0.706	0.568	0.592									0.713	1.71																																																																																																																																																																					
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000204490	ENSG00000143126	True	False	True	InnateDB-All	False	0.015																																																																						2.06	2.059																																																																																																																																																																																																																							0.836	0.834																		0.715																			
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000228978	ENSG00000143126	True	False	True	InnateDB-All	False	0.015																																																																						2.06	2.059																																																																																																																																																																																																																							0.836	0.834																		0.715																			
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000223952	ENSG00000143126	True	False	True	InnateDB-All	False	0.015																																																																						2.06	2.059																																																																																																																																																																																																																							0.836	0.834																		0.715																			
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000232810	ENSG00000143126	True	False	True	InnateDB-All	False	0.015																																																																						2.06	2.059																																																																																																																																																																																																																							0.836	0.834																		0.715																			
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000230108	ENSG00000143126	True	False	True	InnateDB-All	False	0.015																																																																						2.06	2.059																																																																																																																																																																																																																							0.836	0.834																		0.715																			
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	ENSG00000114251	ENSG00000273993	True	False	True	InnateDB-All	False	0.015																				1.75						2.562			1.682					1.738	1.65																																																																																																																																																																																																																																																																																																	
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000228849	ENSG00000143126	True	False	True	InnateDB-All	False	0.015																																																																						2.06	2.059																																																																																																																																																																																																																							0.836	0.834																		0.715																			
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000206439	ENSG00000143126	True	False	True	InnateDB-All	False	0.015																																																																						2.06	2.059																																																																																																																																																																																																																							0.836	0.834																		0.715																			
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000228321	ENSG00000143126	True	False	True	InnateDB-All	False	0.015																																																																						2.06	2.059																																																																																																																																																																																																																							0.836	0.834																		0.715																			
CPI-SS06B86672A	CD44_FGFR2	simple:P16070	simple:P21802	ENSG00000026508	ENSG00000066468	True	True	True	InnateDB-All	False	0.015																																																																						4.208																																				4.744																																																						5.375																		4.671																																				7.532																																																																																																														
CPI-SS0D2539AEB	FPR3_HEBP1	simple:P25089	simple:Q9NRV9	ENSG00000187474	ENSG00000013583	False	True	False	guidetopharmacology.org	False	0.015																																																																																																																																																		0.923						0.811		0.878	0.937						0.757																																																																																																																																																																			
CPI-SS00D9A0644	FGFR2_CD83	simple:P21802	simple:Q01151	ENSG00000066468	ENSG00000112149	True	True	True	InnateDB-All	False	0.015																																																																																																																																																																																																																																																																															11.838						13.714		4.782			2.976						2.945																																				
CPI-SS0D1AE5C79	FGFR3_EPHA4	simple:P22607	simple:P54764	ENSG00000068078	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	0.015																																																																																																																																																																																																																																																																																				0.697										0.742	0.457							0.517										0.562																				
CPI-SS05B1FA8A8	LRP6_CKLF	simple:O75581	simple:Q9UBR5	ENSG00000281324	ENSG00000217555	True	True	False	IMEx,IntAct	False	0.015																																																																																																																																																																																																																																																																																		0.661	0.384							0.459		0.797	0.455																																							
CPI-SS05B1FA8A8	LRP6_CKLF	simple:O75581	simple:Q9UBR5	ENSG00000070018	ENSG00000217555	True	True	False	IMEx,IntAct	False	0.015																																																																																																																																																																																																																																																																																		0.661	0.384							0.459		0.797	0.455																																							
CPI-SC0FC645961	COL5A3_a2b1 complex	simple:P25940	complex:a2b1 complex	ENSG00000080573		True	False	False	curated	True	0.015																										1.019								0.831																																																																																																																																																										1.336								1.147																																																																																																				0.374																												
CPI-SC03ADD2063	COL18A1_a11b1 complex	simple:P39060	complex:a11b1 complex	ENSG00000182871		True	False	False	curated	True	0.015																				1.211																																																																																																												1.848																																				0.627																		8.135																																																																																										0.408																																																				
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	ENSG00000030582	ENSG00000134243	True	False	True	IMEx,InnateDB-All,MINT	False	0.015																												1.312																																																																																										1.484																		1.765																		2.189																																																																																																																																																																		1.79								
CPI-SC0C8B4C056	CD40LG_a5b1 complex	simple:P29965	complex:a5b1 complex	ENSG00000102245		True	False	False	curated	True	0.015																																						1.065						2.208	1.03		0.75					1.014																																																																																																																																																																																																																																																																																
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	ENSG00000197461	ENSG00000134853	True	False	True	curated	False	0.015																																																																																																																																1.364																																				1.372																		1.832																																																																																										1.486																		1.245																																		
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	ENSG00000204262		True	False	False	curated	True	0.015																										4.317								4.129																																																																																																																																																										3.365								3.176																																																																																		0.57																																														
CPI-SS0F3BF2B34	CCL5_ACKR4	simple:P13501	simple:Q9NPB9	ENSG00000274233	ENSG00000129048	True	False	True	I2D	False	0.015																																																																	12.432																		6.682																		7.842																																																																																																												4.232																																				4.797																																																																															
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	ENSG00000168961	ENSG00000011028	True	False	True	InnateDB-All	False	0.015																																																																																																														1.399																		0.974																		0.922																																																																																										0.815																																																																								1.01																
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	ENSG00000168961	ENSG00000105976	True	False	True	InnateDB-All	False	0.015																																																																																																																												0.821																		0.396																		0.343																																																																																										0.236																																																																								0.432		
CPI-SS0F3BF2B34	CCL5_ACKR4	simple:P13501	simple:Q9NPB9	ENSG00000271503	ENSG00000129048	True	False	True	I2D	False	0.015																																																																	12.432																		6.682																		7.842																																																																																																												4.232																																				4.797																																																																															
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	ENSG00000277943	ENSG00000160791	True	False	True	curated	False	0.019																																																											9.144	9.235								8.983																																																																																	10.195	10.287								10.035																																																																																																																																																																						
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000223952	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.019																																																																	2.168		1.96	1.986																																																																																																																																																																																																																					0.943		0.735	0.761																																								
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000228978	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.019																																																																	2.168		1.96	1.986																																																																																																																																																																																																																					0.943		0.735	0.761																																								
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000206439	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.019																																																																	2.168		1.96	1.986																																																																																																																																																																																																																					0.943		0.735	0.761																																								
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000230108	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.019																																																																	2.168		1.96	1.986																																																																																																																																																																																																																					0.943		0.735	0.761																																								
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000228849	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.019																																																																	2.168		1.96	1.986																																																																																																																																																																																																																					0.943		0.735	0.761																																								
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000204490	ENSG00000148400	True	False	True	I2D	False	0.019																																																														2.188								2.106	2.0																																																																																																																																																																																																															0.963								0.881	0.776																																					
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000228321	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.019																																																																	2.168		1.96	1.986																																																																																																																																																																																																																					0.943		0.735	0.761																																								
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000204490	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.019																																																																	2.168		1.96	1.986																																																																																																																																																																																																																					0.943		0.735	0.761																																								
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	ENSG00000039068		False	False	False	curated	True	0.019																																																																																																																																																																										0.506								0.317																																																																																																				0.847								0.659										0.632								0.444																				
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	ENSG00000111799		True	False	False	curated	True	0.019																										3.295								3.106																																																																																																																																																										1.707								1.519																																																																																		0.597								0.409																																						
CPI-SC02392F4AF	COL4A1_a2b1 complex	simple:P02462	complex:a2b1 complex	ENSG00000187498		True	False	False	curated	True	0.019																										2.253								2.065																																																																																																				6.962								6.773																																														10.606								10.417																																																																																																																																
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000228849	ENSG00000148400	True	False	True	I2D	False	0.019																																																														2.188								2.106	2.0																																																																																																																																																																																																															0.963								0.881	0.776																																					
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000228978	ENSG00000148400	True	False	True	I2D	False	0.019																																																														2.188								2.106	2.0																																																																																																																																																																																																															0.963								0.881	0.776																																					
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000228321	ENSG00000148400	True	False	True	I2D	False	0.019																																																														2.188								2.106	2.0																																																																																																																																																																																																															0.963								0.881	0.776																																					
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000223952	ENSG00000148400	True	False	True	I2D	False	0.019																																																														2.188								2.106	2.0																																																																																																																																																																																																															0.963								0.881	0.776																																					
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000206439	ENSG00000148400	True	False	True	I2D	False	0.019																																																														2.188								2.106	2.0																																																																																																																																																																																																															0.963								0.881	0.776																																					
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000232810	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.019																																																																	2.168		1.96	1.986																																																																																																																																																																																																																					0.943		0.735	0.761																																								
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000230108	ENSG00000148400	True	False	True	I2D	False	0.019																																																														2.188								2.106	2.0																																																																																																																																																																																																															0.963								0.881	0.776																																					
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000232810	ENSG00000148400	True	False	True	I2D	False	0.019																																																														2.188								2.106	2.0																																																																																																																																																																																																															0.963								0.881	0.776																																					
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	ENSG00000204490	ENSG00000105426	True	False	True	InnateDB-All	False	0.019																																																								1.986								2.009								2.68																																																																																																																																																																																																								0.761								0.784								1.455																																				
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	ENSG00000275824	ENSG00000160791	True	False	True	curated	False	0.019																																																											9.144	9.235								8.983																																																																																	10.195	10.287								10.035																																																																																																																																																																						
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	ENSG00000134755	ENSG00000046604	False	False	False	curated	False	0.019																																																																																																																																																																																																																																																																																					1.327									1.009		1.048							2.315									1.996		2.036																		
CPI-SS0B6F0C894	DSG2_DSC3	simple:Q14126	simple:Q14574	ENSG00000046604	ENSG00000134762	False	False	False	curated	False	0.019																																																																																																																												1.919	1.708																																																																																																																																																																	1.6	1.39																																			1.64	1.429	
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	ENSG00000105329		True	False	False	curated	True	0.019																																																				1.455																		1.249																		1.468																		2.972																																																																																																												1.322																																																																																																												1.178		
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	ENSG00000197405	ENSG00000105372	False	True	False	guidetopharmacology.org	False	0.019																																																																																																																																																	24.505		27.987			24.537						27.408				40.286	36.172																																																																																																																																																																			
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	ENSG00000102962	ENSG00000197635	True	False	True	curated	False	0.019																																																																																																														11.999														12.174	11.962																					1.981														2.156	1.944																																																																																																																																																																			
CPI-SS07327E587	CD28_CD80	simple:P10747	simple:P33681	ENSG00000178562	ENSG00000121594	False	False	True	curated	False	0.019																																											1.365																		1.091																		0.895																		1.223																																																																																																																																																1.049																		1.89																																																																	
CPI-SS06CCF5A54	ANXA1_FPR3	simple:P04083	simple:P25089	ENSG00000135046	ENSG00000187474	True	False	True	guidetopharmacology.org	False	0.019																											6.937																		7.089																		5.611																																				6.685																																																						6.029																		18.832																																																																																																																																																									
CPI-SS07155793F	ACKR3_CXCL12	simple:P25106	simple:P48061	ENSG00000144476	ENSG00000107562	True	True	False	guidetopharmacology.org	False	0.019																				5.288						2.96																																																																																																						4.964						2.636																																																																																																																																										6.009						3.681																																														
CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ENSG00000135046	ENSG00000171051	True	False	True	guidetopharmacology.org	False	0.019																											6.8																		6.952																		5.475																																				6.548																																																						5.892																		18.695																																																																																																																																																									
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	ENSG00000125266	ENSG00000116106	False	True	True	curated	False	0.019																																																																																																																																																																																																																																																																																				0.599										0.643	0.359							0.639										0.683	0.398																			
CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	ENSG00000136040	ENSG00000138623	False	True	False	curated	False	0.019																																																																																																													0.718						0.995											0.577																																					0.697						0.974											0.556																																																																																																																																																
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	ENSG00000275482	ENSG00000090776	True	True	False	curated	False	0.019																																																																																																																																																																																																																																																																																						1.119								0.857	0.814									0.838								0.575	0.532																			
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	ENSG00000138685	ENSG00000077782	True	False	True	curated	False	0.019																				0.788								0.242	0.393																																																																																																																																																									0.892								0.346	0.497																																																																																																																																					
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	ENSG00000106123	ENSG00000090776	True	True	False	curated	False	0.019																																																																																																																																																																																																																																																																																						1.119								0.857	0.814									0.838								0.575	0.532																			
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	ENSG00000092969		True	False	True	curated	False	0.019																				0.209														0.308	0.187																																																																																																																																																																																																																																													0.261														0.361	0.24																																					
CPI-SC0EB8DC52F	CD47_SIRB1 complex	simple:Q08722	complex:SIRB1 complex	ENSG00000196776		False	True	True	curated	False	0.019							1.509																																				1.069																																				0.861																																																																																																																																																																		0.92																		0.899																																																						1.638											
CPI-SS00A8596B5	PVR_TNFSF9	simple:P15151	simple:P41273	ENSG00000073008	ENSG00000125657	True	True	False	InnateDB-All	False	0.019																																																																																																														0.621		1.609													0.514																																																																																																																																																																					0.437		1.426													0.331																			
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	ENSG00000143590	ENSG00000116106	False	False	True	curated	False	0.019																																																																																																																																																																																																																																																																																				0.539										0.584	0.299							0.468										0.512	0.228																			
CPI-SS0DBA4D668	DPP4_CXCL12	simple:P27487	simple:P48061	ENSG00000197635	ENSG00000107562	True	True	False	curated	False	0.019																				4.222						1.894																																																																																																																																																																																																																																																						4.397						2.069												4.185						1.857																												
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	ENSG00000275302	ENSG00000160791	True	False	True	curated	False	0.019																																																											9.144	9.235								8.983																																																																																	10.195	10.287								10.035																																																																																																																																																																						
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	ENSG00000228849	ENSG00000105426	True	False	True	InnateDB-All	False	0.019																																																								1.986								2.009								2.68																																																																																																																																																																																																								0.761								0.784								1.455																																				
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	ENSG00000232810	ENSG00000105426	True	False	True	InnateDB-All	False	0.019																																																								1.986								2.009								2.68																																																																																																																																																																																																								0.761								0.784								1.455																																				
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	ENSG00000206439	ENSG00000105426	True	False	True	InnateDB-All	False	0.019																																																								1.986								2.009								2.68																																																																																																																																																																																																								0.761								0.784								1.455																																				
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	ENSG00000223952	ENSG00000105426	True	False	True	InnateDB-All	False	0.019																																																								1.986								2.009								2.68																																																																																																																																																																																																								0.761								0.784								1.455																																				
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	ENSG00000228321	ENSG00000105426	True	False	True	InnateDB-All	False	0.019																																																								1.986								2.009								2.68																																																																																																																																																																																																								0.761								0.784								1.455																																				
